username,comicID,rating
SukieNeko,1,4.0
ARoseCast,1,5.0
rkronin,1,5.0
Vienuolis,1,5.0
Fritz_von_Papen,1,5.0
Tchyo,1,5.0
Allen,1,5.0
Julianna,1,5.0
technokid,1,5.0
Metroid,1,5.0
wakka9ca,1,5.0
reldrick,1,5.0
Shiruz,1,4.0
Jacut,1,5.0
Protodude,1,5.0
cambrussi3,1,5.0
Kanade-chan,1,3.0
graysky14,1,5.0
NivinK,1,4.0
Soiku,1,5.0
arff98,1,4.0
Slasher,1,5.0
SailorCardKnight,1,5.0
Quintessence,1,5.0
LeandroGado,1,5.0
Gaelenmyr,1,5.0
Arazial,1,4.0
EvilGrimace,1,5.0
neji11,1,4.0
Baby-BL,1,4.0
Treebeard-dono,1,4.0
Pao,1,5.0
anakurama,1,5.0
Kibou,1,4.0
Wingedwolf,1,5.0
commonlogic,1,5.0
Satsumayu,1,5.0
Faiir,1,4.0
tiberis1221,1,5.0
Held_der_Zeit,1,5.0
glitteringloke,1,5.0
Darkline,1,5.0
Reiayni,1,5.0
Ughgetatan,1,5.0
idlezeal,1,5.0
Black-Zed,1,4.0
djwhack03,1,4.0
imperius,1,5.0
Hikikomori-san,1,5.0
GEEKalea,1,5.0
kayla_eklund,1,4.0
Bellamy,1,5.0
Vatelema,1,5.0
gabrielrcamp,1,5.0
Xezcente,1,5.0
TsarinaYvetta,1,4.0
Krystal,1,5.0
MoonlitKnight,1,5.0
Ninomiya,1,5.0
ExtremeGTSlayer,1,4.0
TheVoynichCodex,1,5.0
Tounis,1,5.0
scifer,1,5.0
meku,1,4.0
Yoroko,1,5.0
Silent89,1,5.0
fuckdad,1,5.0
funsohng,1,5.0
Hige-sama,1,5.0
Dainius,1,5.0
Arthuro-Ray,1,4.0
Piku,1,5.0
rvmg,1,5.0
Nidhoeggr,1,5.0
Tabito-san,1,4.0
Lumilicious,1,5.0
Castilho,1,5.0
lililovelilica,1,4.0
grandy_UiD,1,5.0
Kyrahiko,1,3.0
Skittles,1,4.0
KtromeX3,1,2.0
Yagami-san,1,5.0
CanisTomek,1,5.0
omgitsdaryl,1,5.0
geemaa,1,5.0
OMGWTFLOLBBQ,1,5.0
Dar_Klink,1,5.0
Otacons_Girl,1,5.0
GoldenBoy55,1,5.0
Bakken,1,4.0
taishel,1,5.0
MasterGear,1,4.0
Ana__wolf,1,5.0
meikiyou,1,5.0
kinyaminolord,1,5.0
blade81tabris,1,4.0
SlinkyDreams,1,5.0
logic340,1,5.0
Crimson_Battler,1,5.0
Backha,1,4.0
mastertek,1,3.0
seittilelu,1,5.0
Aaron44,1,5.0
BobStar,1,5.0
Ororon,1,5.0
LokiAgdistis,1,5.0
Sfalcin,1,5.0
Ropogni,1,4.0
Grando_,1,5.0
Jackyanimal,1,5.0
matamune_tenshi,1,5.0
Morlaer,1,5.0
Belenaza,1,4.0
icaro_i,1,4.0
Barion-Zara,1,5.0
xDDJx,1,5.0
ShiroganeDx,1,5.0
Arpegius-Sama,1,5.0
Malenaah,1,5.0
Jambo,1,4.0
Gokaired,1,3.0
XadowMonzter,1,4.0
Mayuuuu,1,5.0
ronaldejw,1,5.0
Dark_Kobato,1,5.0
HappyFyn,1,5.0
Gaichi,1,5.0
Karpaasi,1,5.0
JayArcher,1,5.0
Yukun,1,4.0
Risan07,1,5.0
rossetrut,1,5.0
shizu,1,5.0
Willgoub,1,4.0
ChokeBee,1,5.0
Kurookano,1,5.0
hanzzzz89,1,4.0
BaronBadass,1,5.0
ViewtifulFella,1,4.0
Darkbow,1,5.0
Ashi_lover,1,5.0
Ouroboros2460,1,5.0
acw215079,1,5.0
zephyrbadge,1,4.0
h0ruz,1,4.0
JohnGaltMG,1,4.0
Playcool,1,5.0
Charizalex,1,4.0
Mykkun,1,4.0
GodspeedK,1,4.0
Paquito_Fr,1,4.0
KissMyAnthia,1,5.0
FoxEyes,1,4.0
MidAvionics,1,4.0
newaviator,1,5.0
samgantz,1,5.0
An_amazing_world,1,5.0
Daah,1,5.0
Tomboy,1,5.0
Kmale0n,1,5.0
Sc1encuS,1,5.0
Evit,1,4.0
_Hysteria_,1,5.0
Zevai,1,5.0
TheTitanTrio,1,5.0
Alvenzo,1,5.0
OhMyFantasy,1,5.0
M_F_M,1,5.0
MurukoHiiragi,1,5.0
virtual_core,1,4.0
MTstriker10,1,5.0
xacthashtag,1,4.0
Protoss69,1,3.0
animemusicFCB,1,5.0
edwardo,1,2.0
IllidanSF,1,5.0
elvishen,1,5.0
Luxsolar,1,5.0
FuLiiX,1,5.0
poticardo,1,5.0
Siana_chan,1,5.0
GoldenDevilGamer,1,5.0
blaziken25,1,5.0
Fro116,1,3.0
Vini1,1,5.0
gintokis0617,1,5.0
Adrialmape,1,5.0
Zero_Shield,1,5.0
AnimeXHunter,1,5.0
TibetanJazz666,1,4.0
RenatoJr,1,5.0
Rowel_br,1,5.0
Ketchup111,1,5.0
CapsulateRhyme8,1,5.0
Ryuchi_san,1,4.0
Zurajannai,1,4.0
AndoCommando,1,5.0
UlinLaethan,1,4.0
WMR,1,5.0
Mrudul,1,5.0
FuN3k,1,5.0
Navster,1,5.0
265,1,4.0
_rif,1,4.0
28tDm,1,5.0
9Hayate,1,5.0
AC23,1,5.0
Adey,1,5.0
AdSmokinStyle,1,4.0
aimansyafiq14,1,5.0
Airaelya,1,5.0
AkameIsMyWaifu,1,4.0
AkashiMaou,1,3.0
AldiniBro,1,5.0
AldoSama,1,2.0
Alufei,1,5.0
AmBo375,1,5.0
Andralexa,1,5.0
Andrey793,1,4.0
anggitoz,1,5.0
ArcadeHorror,1,4.0
areumsonge,1,5.0
asaderu,1,5.0
asetrisk,1,5.0
Ash_Crimson_XIII,1,5.0
-asphyxia-,1,5.0
astolfos_shlong,1,5.0
Atelier_Weiss,1,5.0
AverCon,1,5.0
AweHMAN,1,5.0
azusa02,1,5.0
Bas77,1,5.0
big_demon_69,1,5.0
BigDelfin,1,5.0
Bizancio,1,5.0
bladerv,1,5.0
BloodyFate,1,3.0
Bonishka1,1,5.0
Bowry,1,5.0
BP25,1,5.0
Bwacky,1,5.0
cancer2alpaca,1,5.0
cocoapuffs,1,5.0
ColdBlackTeaFan,1,4.0
CorrePraFuji,1,4.0
Crimson_Kaiser,1,5.0
custardloaf,1,5.0
Dagako,1,4.0
Dani-kunn,1,5.0
DannyTheDonkey,1,5.0
DarkOverLord926,1,5.0
DeN11,1,3.0
DokiDokiRem,1,5.0
Haerzen,1,5.0
Haxen88,1,5.0
Heinessen,1,5.0
Herikysana,1,5.0
hlaxkar,1,5.0
Htirelix,1,5.0
Hyakkimaru99,1,5.0
Iamdeva,1,5.0
tomokki,1,5.0
totoypogi,1,5.0
toxikura,1,5.0
TrapGod_Scarlet,1,5.0
truji,1,5.0
TsukiKitsune,1,5.0
ValeRose,1,5.0
Versace-Senpai,1,4.0
WEEBS_Taste_Ryuu,1,5.0
WitchJacqueline,1,5.0
Xarkiesami,1,4.0
Xenars,1,4.0
Xenavia,1,5.0
Xsaderman,1,4.0
XYGMA,1,5.0
Yagami-Zero,1,5.0
Yami3100,1,5.0
yeims_,1,5.0
YoiteAoyagi,1,4.0
YumioSF,1,5.0
YusukeU,1,5.0
zenmodeman,1,4.0
-Koku,1,5.0
IKosma,1,5.0
imBones,1,4.0
Imma_fakeweeb,1,5.0
INU4SH4,1,5.0
ItachiDxD,1,5.0
itakk,1,5.0
jackanarchy,1,4.0
Jam-,1,5.0
Jerome_Batts,1,4.0
Jevasamy,1,5.0
jimanator,1,5.0
Jokesnoyou,1,4.0
JonasanJosuta,1,5.0
pattern7,1,5.0
Peropedopopinn,1,5.0
petran79,1,4.0
phantom1305,1,5.0
Phoenix_SMT,1,5.0
Plasmier,1,5.0
PLOTsenpai,1,4.0
PolyphemusTC,1,5.0
PsychoEkin,1,4.0
Quodcoles,1,4.0
ronsnowit,1,5.0
Royal-Guard-Reli,1,5.0
Ruru-raida-34,1,5.0
Sakuragi_31,1,5.0
SaraElric,1,5.0
Sayohh,1,5.0
scarart,1,5.0
Se1ko_Kimura,1,4.0
Seijuuro,1,5.0
shibusa,1,5.0
shsl,1,4.0
SOFI413,1,4.0
SoLongGayBowser,1,3.0
SonicHack,1,5.0
spookasis,1,5.0
Sthich_Rounathan,1,4.0
StrawhatAJ,1,5.0
Strengthen,1,4.0
SynthwaveCrusade,1,5.0
synthwriel,1,4.0
taemiu,1,5.0
Tai-,1,4.0
takamikan,1,5.0
TalkingHead00,1,5.0
Tezsa,1,5.0
ThatRayGuy_,1,5.0
TheAlabama,1,5.0
TheKadius,1,4.0
TheRealSanji,1,5.0
Frankevangelion,1,4.0
FrankyP,1,3.0
Fraxtal,1,5.0
Gaela,1,5.0
GaoGaoTama,1,5.0
GoodLoserM,1,4.0
GreenR,1,5.0
Kamilek,1,5.0
Karunas,1,5.0
keasbo,1,5.0
Kevich1,1,5.0
khkins21guns,1,4.0
Knighto16,1,5.0
Kusanagi_VT,1,4.0
kymochi,1,5.0
ljaesch1,1,4.0
lord_ofegg,1,5.0
lungsreach,1,5.0
Make-inu,1,5.0
ManWild,1,4.0
Mapi_28,1,5.0
Mariatwk,1,4.0
marru7,1,5.0
Maryamathe,1,5.0
matilda_chan,1,4.0
mayaali13,1,5.0
me_here_me_there,1,5.0
MeowingKitty,1,5.0
MikazeArtz,1,5.0
Mischief-,1,5.0
Moscorox,1,5.0
Mr_Sakata,1,5.0
mranimefan95,1,5.0
MrTalq,1,5.0
Muadiziro,1,5.0
Mullerio,1,5.0
myopass,1,5.0
Nateriver20,1,4.0
nikodragu3,1,4.0
NormalNoFetish,1,5.0
NoSoyNico,1,5.0
Noto0803,1,5.0
omfgeorgie,1,5.0
One_DeathFlower,1,5.0
Orion-Sparda,1,4.0
Orobou,1,4.0
Ozean,1,5.0
Pangmask,1,5.0
Ragnao,2,4.0
megamalog,2,5.0
Vanilla-San,2,4.0
Koungra,2,4.0
eppyomega,2,5.0
Ferentarius,2,5.0
rkronin,2,5.0
rah-rah,2,5.0
animemark35,2,5.0
Tchyo,2,5.0
Moiraine,2,5.0
Inuki,2,5.0
Julianna,2,5.0
easnadh,2,4.0
Mono-no-aware,2,4.0
Laplacian,2,5.0
narusenpai,2,5.0
Metroid,2,5.0
wakka9ca,2,5.0
reldrick,2,5.0
Trametas,2,5.0
Brian333,2,5.0
Coriandra,2,4.0
Shiruz,2,5.0
Jacut,2,5.0
Azure_Karura,2,5.0
CocoPai,2,5.0
Soldiershin,2,5.0
graysky14,2,5.0
Minamino_K,2,4.0
Thowil,2,5.0
ACE2001,2,5.0
Laurentius,2,5.0
m0g,2,5.0
JadedGoth,2,5.0
arff98,2,5.0
Lares,2,5.0
Slasher,2,5.0
Pekie,2,4.0
LeandroGado,2,5.0
IceFear,2,4.0
Tzakey,2,5.0
Arazial,2,5.0
EvilGrimace,2,5.0
Cursedflame,2,5.0
neji11,2,4.0
Baby-BL,2,5.0
Treebeard-dono,2,5.0
Pao,2,5.0
Qalia,2,5.0
anakurama,2,5.0
Papy_Al,2,4.0
TommasoDS,2,5.0
Nioko13,2,4.0
gryupus,2,5.0
JEOSAMA,2,5.0
Faiir,2,5.0
tiberis1221,2,5.0
DMDetonator,2,4.0
Lea-chan,2,5.0
SugoiSugiru,2,4.0
FauSToMaTiC,2,5.0
JadeMatrix,2,5.0
azywrckt,2,5.0
Darkline,2,5.0
otaku1,2,5.0
tamanxzg,2,5.0
Surv1v4l,2,5.0
Fooly_Cooly,2,4.0
Ughgetatan,2,4.0
idlezeal,2,5.0
Black-Zed,2,5.0
imperius,2,2.0
SonMati,2,5.0
Chronowarp,2,5.0
Hikikomori-san,2,5.0
kayla_eklund,2,5.0
Saddo,2,4.0
Bellamy,2,5.0
Dzakuro,2,5.0
waoetfi,2,5.0
Vatelema,2,4.0
Tsukiaki,2,5.0
NoBadsign,2,5.0
gabrielrcamp,2,5.0
Blue_Qbe,2,5.0
Turin2609,2,5.0
LaOveja,2,4.0
Ninomiya,2,5.0
Klimene,2,5.0
Kaz95,2,5.0
TheVoynichCodex,2,5.0
Zetsushige,2,4.0
GodsDragon,2,5.0
Wisebear,2,5.0
Joltan,2,4.0
ilikewhiterice,2,5.0
Yoroko,2,5.0
Stratovarius223,2,5.0
funsohng,2,5.0
Hige-sama,2,5.0
goku518,2,5.0
Paniz,2,5.0
Dainius,2,4.0
zhenya,2,5.0
Arthuro-Ray,2,4.0
Flayer6669,2,4.0
rvmg,2,5.0
PenDraco,2,5.0
ChronoKid,2,4.0
Mo7ammed,2,5.0
Nidhoeggr,2,5.0
Lontrain,2,4.0
safena_ken,2,4.0
Lumilicious,2,5.0
dragonlayer,2,4.0
Jasulan,2,5.0
Castilho,2,5.0
lililovelilica,2,4.0
grandy_UiD,2,4.0
MRfej_,2,4.0
PinkTaco,2,5.0
Ae-Cha,2,5.0
Anime_Reaper,2,4.0
Skittles,2,4.0
TensaiShonen,2,5.0
Yoda87,2,5.0
Yagami-san,2,5.0
CanisTomek,2,5.0
Taria,2,5.0
nayne,2,5.0
geemaa,2,5.0
OMGWTFLOLBBQ,2,5.0
Dar_Klink,2,5.0
GoldenBoy55,2,5.0
Ressey,2,5.0
Bakken,2,5.0
Nightwister,2,4.0
Naratchi,2,4.0
Lzwaker,2,5.0
MasterGear,2,5.0
Tipsyrools,2,5.0
Ana__wolf,2,5.0
SpazzyMcgee,2,5.0
haou_airen,2,5.0
Nirnaeth,2,5.0
kinyaminolord,2,5.0
SlinkyDreams,2,5.0
logic340,2,5.0
Crimson_Battler,2,5.0
Backha,2,5.0
mastertek,2,1.0
Vensito,2,5.0
seittilelu,2,5.0
aeroz,2,5.0
Inflamed,2,5.0
BobStar,2,3.0
Ororon,2,5.0
Ropogni,2,4.0
mangafreakZX,2,5.0
Vaniltea,2,5.0
Grando_,2,5.0
Ninjice,2,5.0
MwM,2,4.0
Jackyanimal,2,4.0
xTheFallenx,2,5.0
Messy,2,5.0
LuciferIAm,2,5.0
-Roach-,2,5.0
TheLastKing360,2,5.0
LazyLuong,2,5.0
Morlaer,2,5.0
embryo,2,4.0
purgatorio,2,5.0
Ferchase,2,5.0
Guigas,2,5.0
marko8819,2,5.0
Moklyop,2,5.0
ShiroganeDx,2,5.0
Arpegius-Sama,2,5.0
Arwenia,2,5.0
Aerxya,2,4.0
senseicon,2,4.0
Jambo,2,4.0
kurosaki_kabuto,2,5.0
lakts,2,5.0
Zumirio,2,4.0
RafaelLima-Dono,2,4.0
drgnrider,2,5.0
niks1991911,2,5.0
Smileidiote,2,5.0
Kiur,2,4.0
dark-chaos,2,4.0
xeries,2,4.0
Nike,2,4.0
Otakezz,2,5.0
Selaine,2,5.0
XadowMonzter,2,5.0
Mikari_sora,2,4.0
ronaldejw,2,4.0
adiktbg,2,5.0
meganissimo,2,5.0
sakaki1,2,5.0
TwinSoul,2,3.0
animefan2929,2,5.0
Karpaasi,2,5.0
Yukun,2,4.0
Reika_Mikami,2,5.0
Macktastic13,2,5.0
ShouKyoya,2,5.0
Khodan,2,5.0
Tomate-Kun,2,5.0
rossetrut,2,4.0
AZNXREVEAL,2,4.0
PandaGenius,2,5.0
MasterOps,2,5.0
jepfri003,2,5.0
Willgoub,2,4.0
hanzzzz89,2,5.0
ElPysCongroo,2,5.0
HaarWyvern,2,4.0
willmcgowan85,2,5.0
BaronBadass,2,5.0
DarkMaxUchiha,2,4.0
leVinchy,2,5.0
Jewgeni,2,5.0
Yoshida-Midoriko,2,4.0
Bacchi-gu,2,5.0
ViewtifulFella,2,4.0
Ashi_lover,2,5.0
MK42Dragon,2,5.0
Dragetsu,2,5.0
Mystelinth,2,4.0
allenjke,2,4.0
TrueImmortal666,2,5.0
Addicted09,2,5.0
pikeman1,2,5.0
crimson_moon,2,5.0
acw215079,2,5.0
goldgogo,2,4.0
JohnGaltMG,2,4.0
Narberal,2,5.0
Charizalex,2,5.0
tsudecimo,2,3.0
GodspeedK,2,5.0
Rance-sama,2,5.0
Romario3210,2,2.0
KissMyAnthia,2,5.0
belalinda,2,5.0
Dai_to,2,4.0
MidAvionics,2,5.0
Timelapse,2,4.0
straggy,2,5.0
Aldanders,2,5.0
samgantz,2,5.0
-Araragi-,2,5.0
AntonKutovoi,2,5.0
TheColorLessKing,2,5.0
msarkar98,2,5.0
Kyourai,2,5.0
HaXXspetten,2,5.0
An_amazing_world,2,5.0
Daah,2,5.0
Obeythealfa,2,5.0
Yockson,2,5.0
Nameless_Monster,2,5.0
Tomboy,2,5.0
Kmale0n,2,5.0
Wesleysan,2,4.0
Llysander,2,4.0
Jousuke,2,5.0
Evit,2,5.0
deathslinky,2,5.0
Lord_Dank_Meme69,2,5.0
Rizadikur,2,5.0
samm96,2,5.0
Myokuro,2,4.0
Blarey,2,5.0
DBeatz,2,5.0
Nick-Knight,2,5.0
TheSinner,2,5.0
jonatanskb,2,5.0
Zevai,2,4.0
TheTitanTrio,2,5.0
vinicsmoura,2,4.0
Hanzor,2,4.0
Alquez,2,5.0
AcceleratorAngel,2,5.0
Mystz,2,5.0
Alvenzo,2,5.0
Valkata,2,5.0
Akumashiro,2,5.0
Dascalon,2,5.0
virtual_core,2,4.0
Sulframus,2,5.0
ani147,2,5.0
Natulah,2,5.0
xacthashtag,2,5.0
Yamcha17,2,5.0
aku_haru,2,5.0
crestofhonesty,2,5.0
IllidanSF,2,5.0
NapNep,2,5.0
Kiuso,2,5.0
FuLiiX,2,5.0
poticardo,2,5.0
Siana_chan,2,5.0
siston7,2,5.0
GoldenDevilGamer,2,5.0
blaziken25,2,5.0
Scooty-Bby,2,5.0
mertsi,2,5.0
IcePurple,2,5.0
Silver_Noir,2,5.0
Adrialmape,2,4.0
TheTagre,2,5.0
Zero_Shield,2,4.0
AnimeXHunter,2,5.0
BorderlandsFan,2,5.0
TibetanJazz666,2,4.0
RenatoJr,2,5.0
Rowel_br,2,5.0
Ketchup111,2,5.0
CapsulateRhyme8,2,3.0
Sardinemaster,2,5.0
Miru,2,5.0
Zurajannai,2,5.0
Kelsifer,2,4.0
Asakuram,2,5.0
hurried,2,5.0
Hanselhoff27,2,5.0
UlinLaethan,2,4.0
WMR,2,5.0
StudentOfTheGame,2,5.0
SonadoAlaikor,2,5.0
AdrialJM,2,5.0
madeirabs,2,5.0
Mrudul,2,5.0
FuN3k,2,5.0
Z3R0215,2,5.0
Navster,2,5.0
ViennaRabbit,2,5.0
Osguinaro,2,5.0
265,2,4.0
604,2,5.0
_Bri,2,4.0
_chitanda,2,5.0
_rif,2,4.0
28tDm,2,5.0
8man_1,2,5.0
9Hayate,2,5.0
AC23,2,5.0
Acrojinz,2,5.0
addictedtoliving,2,4.0
Adey,2,5.0
Adhyr,2,5.0
AdSmokinStyle,2,4.0
Ae01us,2,5.0
AeMbIrYo,2,5.0
AestheticLaifu,2,3.0
Afro_Typical,2,4.0
Airaelya,2,5.0
Ajdamko,2,5.0
AK25,2,5.0
AkashiMaou,2,4.0
akidedleaves,2,5.0
AlexanderVWalker,2,3.0
AlexTrusk,2,5.0
AlfaTauri,2,5.0
ALPyron,2,5.0
Alufei,2,5.0
AmBo375,2,5.0
Amonimus,2,5.0
Ana_Jim,2,5.0
AndresCBP,2,5.0
AnimeAlligator,2,5.0
Araragiri-san,2,5.0
ArcadeHorror,2,5.0
Are_Skodvin,2,4.0
asaderu,2,5.0
asetrisk,2,5.0
Ash_Crimson_XIII,2,5.0
asks456,2,5.0
astaroth_01,2,5.0
astolfos_shlong,2,5.0
Atelier_Weiss,2,5.0
AutumnHues,2,5.0
AverCon,2,5.0
AweHMAN,2,5.0
azeltelo,2,5.0
azusa02,2,2.0
Babyyaga26,2,5.0
BatmanAnimes,2,5.0
benriya,2,5.0
berzerke53,2,5.0
Bidgey,2,5.0
big_demon_69,2,5.0
bismuthianpage,2,4.0
Bizancio,2,4.0
b-l-a-n-c-h-e,2,4.0
blitz_21x,2,5.0
Bonishka1,2,5.0
Bot1nHere,2,4.0
Bowry,2,4.0
BP25,2,5.0
brachydonger,2,3.0
brendan_russell,2,5.0
BVerfG,2,4.0
Bwacky,2,5.0
bzcrf,2,5.0
cancer2alpaca,2,5.0
cashfile,2,4.0
causselesV,2,5.0
CB3GD,2,5.0
Chocobo_27,2,5.0
clarishatan,2,5.0
clueless--_--,2,5.0
Codename_Sako,2,3.0
CondessaSakura,2,5.0
Cooked_Chicken,2,5.0
Corvo_409,2,5.0
Crimson_Kaiser,2,5.0
CrimsonQ,2,5.0
Crow_Black,2,5.0
custardloaf,2,5.0
Dagako,2,4.0
Damuzen,2,5.0
Dansai,2,5.0
darkfeatherX,2,5.0
darknees79,2,5.0
Dasdsadzxczx,2,5.0
dead_ends,2,5.0
dedwood,2,5.0
Demetan-,2,3.0
DeN11,2,3.0
DeusJuvenaldo,2,5.0
Diegololen,2,4.0
dingledong,2,5.0
dirz,2,5.0
Djpokemon12,2,5.0
Dmuitsuki,2,5.0
DokiDokiRem,2,5.0
GussEber,2,5.0
GutsDragonSlayer,2,5.0
Haerzen,2,4.0
Haxen88,2,5.0
HectorBlaze,2,5.0
Heinessen,2,5.0
Helumyc,2,5.0
Henraays,2,5.0
HitoriYume,2,5.0
HIYUIM,2,5.0
hlaxkar,2,4.0
hlben10,2,5.0
Hodor96,2,5.0
HolBasten,2,5.0
HPlaserprinter,2,5.0
hsmzgr,2,5.0
Htirelix,2,5.0
Hyakkimaru99,2,5.0
Iamdeva,2,5.0
Ihatemylifemost,2,5.0
TmorTV,2,4.0
tomas1dc,2,4.0
Toranagii,2,5.0
Toraneko78,2,4.0
totoypogi,2,5.0
TrapGod_Scarlet,2,5.0
TrueShyGuy,2,5.0
tsugusugu,2,4.0
TwilightOrochi,2,5.0
VanBuren,2,4.0
Vegetableisbadfo,2,5.0
Vladiserna1,2,5.0
Vonice,2,4.0
wasamushi,2,5.0
Wevhx,2,3.0
Wind_God_Girl,2,5.0
WitchJacqueline,2,5.0
Xarkiesami,2,5.0
Xenavia,2,5.0
xKurei,2,5.0
XyeYing,2,5.0
XYGMA,2,5.0
Yagami-Zero,2,5.0
Yami3100,2,5.0
yamzntunafish,2,5.0
YoiteAoyagi,2,4.0
ys19931006,2,5.0
YusukeU,2,5.0
Zack_Breaker,2,5.0
-Hotaru_,2,5.0
-Koku,2,5.0
IKosma,2,5.0
Imma_fakeweeb,2,5.0
IrrelevantGuy,2,5.0
ItachiDxD,2,5.0
itakk,2,5.0
ivekz,2,5.0
Jalter4waifu,2,4.0
Jerome_Batts,2,4.0
Jevasamy,2,5.0
jimanator,2,5.0
Jizzjazzjoe,2,5.0
JMxJM,2,5.0
joese,2,4.0
Jokesnoyou,2,4.0
JonasanJosuta,2,5.0
Peropedopopinn,2,5.0
phantom1305,2,4.0
Phoenix_SMT,2,5.0
PinkBlossom_Xx,2,5.0
pirxs,2,5.0
Pito9,2,5.0
pixo,2,5.0
plasticgenius,2,5.0
Plokiju297,2,5.0
PLOTsenpai,2,5.0
Pomugrenade,2,5.0
Prismatica,2,5.0
PsychoEkin,2,5.0
puretrashu,2,5.0
PYRAMIDE,2,4.0
Qether,2,5.0
quinnul,2,5.0
Quodcoles,2,4.0
qweaenr,2,5.0
Radzak,2,5.0
Raegar,2,5.0
ranger598,2,5.0
RazorJazz9,2,5.0
Reaper2570,2,5.0
ReikaInfinity,2,5.0
-remainnameless-,2,5.0
RGN,2,5.0
RiamuYumemi,2,4.0
Rofreg,2,5.0
ronsnowit,2,5.0
Royal-Guard-Reli,2,5.0
rubixuitous,2,5.0
Ruru-raida-34,2,5.0
Rust_Cohle,2,5.0
S4MU3SK,2,5.0
SagahM8,2,5.0
SaintGold,2,5.0
Sakuragi_31,2,5.0
Se1ko_Kimura,2,5.0
sebastiancqn,2,5.0
Senor_Private,2,5.0
Shaderino,2,5.0
Short_Circut,2,4.0
Skoll98,2,5.0
Sleepye,2,5.0
Sluppski,2,4.0
SOFI413,2,5.0
soits,2,5.0
SoleilIris,2,5.0
SolidH2O,2,4.0
SouldeC,2,5.0
Spood,2,5.0
Sthich_Rounathan,2,5.0
ST-NoYoN,2,5.0
Stolas,2,5.0
StrawhatAJ,2,5.0
Strengthen,2,4.0
SuccHunter,2,5.0
SynthwaveCrusade,2,5.0
synthwriel,2,5.0
Takemikazuchi_,2,5.0
TalkingHead00,2,4.0
taniafh,2,5.0
Tezsa,2,5.0
ThatDeadMikey,2,5.0
ThatRayGuy_,2,5.0
THE_SAMO,2,5.0
TheAlabama,2,5.0
TheDarkSide32,2,5.0
TheDiabolicEsper,2,4.0
TheKadius,2,5.0
Thelas,2,4.0
TheRealSanji,2,5.0
Thereg741,2,4.0
Thorf,2,5.0
throva,2,5.0
Tiago745,2,5.0
Felix-san,2,5.0
Felojcj,2,5.0
FFF4B,2,5.0
Fiea,2,5.0
Fikko3107,2,5.0
Flaske,2,5.0
Fluwid,2,5.0
Foquitoss,2,5.0
Foxyclaws,2,5.0
Frankevangelion,2,5.0
FrankyP,2,5.0
Fraxtal,2,5.0
friedcorm,2,5.0
FullTimeAutist,2,5.0
Fwufy,2,5.0
FZREMAKE,2,5.0
GaboxGarrido,2,5.0
GantzX,2,5.0
GaoGaoTama,2,4.0
gauchotaku,2,5.0
gaymer_grill,2,5.0
Generationkilla0,2,4.0
Genocyber,2,5.0
getchu,2,4.0
getupchoice,2,5.0
GoodLoserM,2,5.0
GorillaFAIZ,2,5.0
Grandiel,2,5.0
Greenbat,2,5.0
GreenR,2,5.0
Joycdonnell,2,5.0
Julk-ThuuzOo,2,4.0
Junglerots,2,5.0
Kainser2045,2,5.0
Kaizoku_Naruto,2,5.0
kalekiko,2,5.0
Kamilek,2,5.0
Karunas,2,5.0
Kemno,2,5.0
Ketish,2,4.0
Kevich1,2,5.0
khkins21guns,2,5.0
Kitaku_humanoid,2,5.0
Kitana_Mortal,2,5.0
Kizuita,2,5.0
Knighto16,2,4.0
kodekuzuri,2,5.0
KomachiAkako,2,5.0
kuribunn,2,4.0
kymochi,2,5.0
Kyosai,2,4.0
KyoukoBestTomato,2,4.0
LaLeLuLiLo,2,5.0
Lamp_Moon,2,4.0
LegacyHeart,2,5.0
Lemonfren,2,5.0
Lifeau,2,5.0
Loorya,2,5.0
LunaEstlin,2,5.0
lungsreach,2,5.0
MacSence,2,5.0
MadaoIsHere,2,5.0
Makami-tsu,2,4.0
Make-inu,2,5.0
MaltosBry28,2,5.0
ManWild,2,5.0
maria_aru,2,5.0
Mariatwk,2,5.0
marmondesu,2,5.0
MartinRodriguez,2,4.0
Maryamathe,2,5.0
MasterwolfEX,2,5.0
MHFO,2,5.0
MikazeArtz,2,5.0
milesrgomez,2,5.0
MilfZord,2,4.0
Mischief-,2,5.0
Moscorox,2,5.0
Mr_Sakata,2,5.0
MrBouBou,2,5.0
MrLemaer,2,3.0
MrTalq,2,5.0
Muadiziro,2,5.0
Mullerio,2,5.0
Munu999,2,5.0
Myloxeth,2,5.0
myopass,2,5.0
N3xusRon,2,5.0
nagoya-kaneki,2,5.0
Nakido,2,5.0
Nakku,2,4.0
Narukami-,2,5.0
Nateal,2,5.0
Nateriver20,2,5.0
Neko_Lover,2,5.0
NierOuji,2,4.0
Nieteling,2,5.0
NijiOfNatsu,2,5.0
nikodragu3,2,4.0
Nivo3041,2,4.0
Nopon,2,5.0
NormalNoFetish,2,4.0
NotJustJuice2,2,5.0
Noto0803,2,5.0
One_DeathFlower,2,5.0
Oo-RAKAN-oO,2,4.0
Orion-Sparda,2,3.0
Orobou,2,5.0
Otacosan,2,5.0
otaku_nerd7,2,5.0
P_u_Sher,2,5.0
PAN_CAT,2,5.0
ARoseCast,3,5.0
Gardouille,3,5.0
megamalog,3,5.0
Reactive,3,5.0
AnimeMatt,3,5.0
Yuunagi,3,5.0
Vienuolis,3,5.0
